iter	Logloss
882	0.3461330957
883	0.3460397646
884	0.3459742479
885	0.3458941913
886	0.3458667228
887	0.3458241181
888	0.3457415146
889	0.345634596
890	0.3455624312
891	0.3454559967
892	0.3453767814
893	0.3453423418
894	0.3452157759
895	0.3450970334
896	0.3450394701
897	0.3449619563
898	0.3448870999
899	0.3447935684
900	0.3446811993
901	0.3446014758
902	0.3445477877
903	0.3444615709
904	0.3443828377
905	0.3442292889
906	0.3441153722
907	0.3440358293
908	0.3439559258
909	0.3438842121
910	0.343812348
911	0.3437468536
912	0.343674657
913	0.3435933867
914	0.3435571348
915	0.343537956
916	0.3435136951
917	0.34340491
918	0.3433519875
919	0.343241731
920	0.3431032162
921	0.3430285213
922	0.3429171726
923	0.3428839232
924	0.3427678472
925	0.3427430227
926	0.3426140514
927	0.3425241637
928	0.3424689343
929	0.342422228
930	0.3423055567
931	0.3422708983
932	0.3421751079
933	0.3421013251
934	0.3420217258
935	0.3419032609
936	0.3418181603
937	0.3417101239
938	0.3416252571
939	0.3414718723
940	0.3413992016
941	0.3413054907
942	0.341218624
943	0.3411227891
944	0.3410743082
945	0.340987051
946	0.3408959536
947	0.3408255784
948	0.3407709317
949	0.3406871775
950	0.3405748818
951	0.3405079737
952	0.3404258996
953	0.3402738673
954	0.3401939248
955	0.340127378
956	0.3400509421
957	0.3399985086
958	0.3398766257
959	0.3397792299
960	0.339681087
961	0.3395877335
962	0.3395422841
963	0.3394102316
964	0.3393178683
965	0.3392512332
966	0.3391723888
967	0.3390624759
968	0.3389503461
969	0.3388797768
970	0.3388000541
971	0.3387097673
972	0.3386608566
973	0.3386466404
974	0.3386138496
975	0.3385305014
976	0.3384581011
977	0.3384006501
978	0.3383269596
979	0.3382383008
980	0.338175368
981	0.338120138
982	0.3380276421
983	0.3379593749
984	0.3378773488
985	0.337849346
986	0.3378237427
987	0.3377562524
988	0.3377036877
989	0.3376313144
990	0.33755533
991	0.3374722814
992	0.3373890451
993	0.3373264152
994	0.3372820054
995	0.3372040205
996	0.3371276671
997	0.3370493772
998	0.3369818162
999	0.336910482
